profile_pic,username_digit_ratio,description_length,private,posts_count,followers_count,follows_count,fake,source_dataset
1,0.0,27,0,285,759,956,0,ifsg
1,0.0,0,0,148,15338538,61,0,ifsg
1,0.0,109,1,57,109,179,0,ifsg
1,0.0,0,1,17,536,665,0,ifsg
1,0.0,132,0,511,121354,176,0,ifsg
1,0.0,126,0,230,2284,130,0,ifsg
1,0.0,122,1,15,186,174,0,ifsg
1,0.0,138,1,980,687,1517,0,ifsg
1,0.13,0,1,53,966,952,0,ifsg
1,0.0,50,1,111,177,170,0,ifsg
1,0.0,35,0,719,744,967,0,ifsg
1,0.0,56,0,1164,542073,674,0,ifsg
1,0.18,9,0,497,5315651,2703,0,ifsg
1,0.33,0,1,18,267,328,0,ifsg
1,0.0,81,0,50,691,680,0,ifsg
1,0.0,134,1,74,120,112,0,ifsg
1,0.0,0,0,8,105,98,0,ifsg
1,0.0,2,0,7389,890969,11,0,ifsg
1,0.0,0,0,420,361853,583,0,ifsg
1,0.0,23,0,433,3678,1359,0,ifsg
1,0.0,138,0,156,92192,16,0,ifsg
1,0.0,35,0,4494,12397719,8,0,ifsg
1,0.0,93,0,751,380510,0,0,ifsg
1,0.0,4,1,4,132,183,0,ifsg
1,0.0,1,1,27,162,208,0,ifsg
1,0.0,4,0,91,369,546,0,ifsg
1,0.0,23,0,262,1476,666,0,ifsg
1,0.0,91,0,274,1798,461,0,ifsg
1,0.0,57,0,271,2118,1109,0,ifsg
1,0.0,108,0,713,812,432,0,ifsg
1,0.0,30,0,200,7217,761,0,ifsg
1,0.0,82,0,12,313,376,0,ifsg
1,0.12,12,0,26,64,261,0,ifsg
1,0.0,54,0,75,1759,643,0,ifsg
1,0.0,0,1,94,404,283,0,ifsg
1,0.0,12,0,63,1843,598,0,ifsg
1,0.12,0,0,69,320377,228,0,ifsg
1,0.0,3,0,12,108,97,0,ifsg
1,0.0,39,0,63,384,447,0,ifsg
1,0.19,0,0,19,60,100,0,ifsg
1,0.0,68,0,100,802,151,0,ifsg
1,0.0,129,0,661,51145,528,0,ifsg
1,0.0,57,0,149,1582,1882,0,ifsg
1,0.0,64,0,22,223,266,0,ifsg
1,0.0,42,0,400,18842,744,0,ifsg
1,0.0,71,0,149,10240,1255,0,ifsg
1,0.0,0,0,122,539,639,0,ifsg
1,0.33,70,0,74,399,452,0,ifsg
1,0.0,74,0,13,581,568,0,ifsg
1,0.0,8,1,8,166,163,0,ifsg
1,0.0,35,0,77,417,362,0,ifsg
1,0.2,0,1,5,266,324,0,ifsg
1,0.0,0,1,3,33,37,0,ifsg
1,0.0,28,1,106,494,998,0,ifsg
1,0.0,18,1,14,178,245,0,ifsg
1,0.0,28,0,172,470,288,0,ifsg
1,0.33,36,0,111,807,675,0,ifsg
1,0.0,2,0,38,162,256,0,ifsg
1,0.06,11,1,19,417,395,0,ifsg
1,0.0,70,0,227,17303,360,0,ifsg
1,0.0,29,0,221,1439,629,0,ifsg
1,0.0,24,0,580,91446,526,0,ifsg
1,0.0,21,0,40,824,489,0,ifsg
1,0.0,81,0,101,741,1440,0,ifsg
1,0.0,34,1,157,1267,899,0,ifsg
1,0.0,40,0,197,4594,1713,0,ifsg
1,0.0,12,0,61,1135,899,0,ifsg
1,0.0,0,1,698,1926,1410,0,ifsg
1,0.0,59,1,49,1068,1925,0,ifsg
1,0.0,15,1,85,815,748,0,ifsg
1,0.0,54,0,77,565,469,0,ifsg
1,0.0,16,0,58,2556,1074,0,ifsg
1,0.0,73,1,232,1312,935,0,ifsg
1,0.0,24,0,20,699,599,0,ifsg
1,0.0,0,0,98,4328,418,0,ifsg
1,0.0,26,0,559,2487,999,0,ifsg
1,0.0,0,0,189,673,438,0,ifsg
1,0.0,0,1,388,730,413,0,ifsg
1,0.0,0,1,28,59,55,0,ifsg
1,0.0,0,1,156,289,222,0,ifsg
1,0.0,28,1,6,19,20,0,ifsg
1,0.0,55,0,69,3551,173,0,ifsg
1,0.0,140,0,775,19512,591,0,ifsg
1,0.0,122,0,205,2756,638,0,ifsg
1,0.0,113,0,209,5406,589,0,ifsg
1,0.0,38,1,334,459,390,0,ifsg
1,0.0,0,0,9,218,75,0,ifsg
1,0.0,23,0,6,796,1155,0,ifsg
1,0.0,0,0,416,1113,1854,0,ifsg
1,0.2,89,1,13,138,208,0,ifsg
1,0.44,30,1,33,205,164,0,ifsg
1,0.0,0,0,1,331,333,0,ifsg
1,0.1,0,0,711,748,4659,0,ifsg
1,0.0,0,0,114,490,1093,0,ifsg
1,0.0,12,1,16,456,413,0,ifsg
1,0.0,123,0,107,971,2047,0,ifsg
1,0.24,0,0,5,497,438,0,ifsg
1,0.14,0,1,7,99,132,0,ifsg
1,0.0,0,1,21,193,413,0,ifsg
1,0.0,40,0,65,492,689,0,ifsg
1,0.29,0,0,10,167,164,0,ifsg
1,0.0,33,1,59,99,178,0,ifsg
1,0.0,0,1,137,916,1142,0,ifsg
1,0.0,5,1,10,196,209,0,ifsg
1,0.0,0,1,571,765,424,0,ifsg
1,0.18,23,1,24,45,80,0,ifsg
1,0.0,35,0,328,634,719,0,ifsg
1,0.0,150,0,161,1383,7500,0,ifsg
1,0.0,26,1,280,650,703,0,ifsg
1,0.0,149,1,92,484,3296,0,ifsg
1,0.0,129,0,31,200,270,0,ifsg
1,0.0,0,0,0,192,65,0,ifsg
1,0.0,18,1,25,553,610,0,ifsg
1,0.0,74,0,921,27477,7202,0,ifsg
1,0.0,0,1,1020,464,1039,0,ifsg
1,0.0,59,0,301,1057,524,0,ifsg
1,0.0,148,0,9,413,138,0,ifsg
1,0.0,0,0,158,389,806,0,ifsg
1,0.29,15,0,43,505,503,0,ifsg
1,0.0,46,1,24,941,1208,0,ifsg
1,0.0,5,1,60,2598,802,0,ifsg
1,0.0,98,0,4,59,111,0,ifsg
1,0.0,55,0,220,622,475,0,ifsg
1,0.0,19,0,1159,2719,1061,0,ifsg
1,0.36,71,0,8,216,305,0,ifsg
1,0.22,133,0,396,881,375,0,ifsg
1,0.08,150,0,38,870,72,0,ifsg
1,0.0,43,1,1,265,371,0,ifsg
1,0.15,37,1,2,1204,633,0,ifsg
1,0.0,35,1,43,655,1016,0,ifsg
1,0.0,87,0,131,1662,1065,0,ifsg
1,0.14,59,0,7,14222,7399,0,ifsg
1,0.0,0,0,57,483,1216,0,ifsg
1,0.0,0,0,36,1204,2928,0,ifsg
1,0.0,9,1,91,408,635,0,ifsg
1,0.0,12,1,8,303,417,0,ifsg
1,0.1,0,0,11,125,101,0,ifsg
1,0.09,0,0,252,229,383,0,ifsg
1,0.15,95,1,15,357,489,0,ifsg
1,0.0,0,0,74,137,96,0,ifsg
1,0.0,46,1,83,255,535,0,ifsg
1,0.0,123,1,126,87,399,0,ifsg
1,0.0,117,0,663,326946,3,0,ifsg
1,0.0,26,1,0,114,446,0,ifsg
1,0.0,0,1,10,167,387,0,ifsg
1,0.0,58,1,8,1247,1196,0,ifsg
1,0.0,0,0,24,585,1364,0,ifsg
1,0.0,30,1,65,135,232,0,ifsg
1,0.0,62,0,64,722,261,0,ifsg
1,0.45,137,0,664,714,1159,0,ifsg
1,0.0,149,0,130,39867,4664,0,ifsg
0,0.0,14,1,131,533,1060,0,ifsg
1,0.0,19,1,917,1158,3932,0,ifsg
1,0.0,131,0,2,45834,280,0,ifsg
1,0.0,0,0,142,876,529,0,ifsg
1,0.09,5,0,165,3003,455,0,ifsg
1,0.09,0,0,80,1298,407,0,ifsg
1,0.0,11,1,32,3800,278,0,ifsg
1,0.0,0,1,81,1358,127,0,ifsg
1,0.0,27,0,334,6741307,111,0,ifsg
1,0.38,10,0,8,791,456,0,ifsg
1,0.0,72,0,373,732075,363,0,ifsg
1,0.0,3,1,56,373,360,0,ifsg
1,0.0,51,1,7,162,311,0,ifsg
1,0.0,44,1,12,309,364,0,ifsg
1,0.0,0,0,5,135,176,0,ifsg
1,0.0,73,0,77,244,172,0,ifsg
1,0.18,70,1,93,67,149,0,ifsg
1,0.0,35,0,192,984,76,0,ifsg
1,0.0,13,1,8,751,1223,0,ifsg
1,0.0,105,1,145,781,529,0,ifsg
1,0.0,91,0,135,1761,905,0,ifsg
1,0.14,0,1,18,318,523,0,ifsg
1,0.0,48,0,222,5282,652,0,ifsg
1,0.0,48,0,222,5282,652,0,ifsg
1,0.0,126,1,5,228,238,0,ifsg
1,0.0,0,1,119,393,502,0,ifsg
1,0.0,53,0,201,875,754,0,ifsg
1,0.0,8,1,12,173,373,0,ifsg
1,0.0,67,0,301,3896490,351,0,ifsg
1,0.0,20,0,20,106,133,0,ifsg
1,0.08,26,0,112,206,32,0,ifsg
1,0.0,86,1,54,259,1371,0,ifsg
1,0.0,51,1,98,1013,996,0,ifsg
1,0.11,26,0,16,738,544,0,ifsg
1,0.0,18,1,133,1008,517,0,ifsg
1,0.0,96,0,142,2441,396,0,ifsg
1,0.0,17,0,63,416,292,0,ifsg
1,0.0,0,1,70,516,463,0,ifsg
1,0.0,62,0,403,8711,345,0,ifsg
1,0.0,86,0,15,433,584,0,ifsg
1,0.0,148,0,990,18515,1000,0,ifsg
1,0.0,1,1,12,70,67,0,ifsg
1,0.22,39,0,26,5863,157,0,ifsg
1,0.36,35,0,2,1677,716,0,ifsg
1,0.0,103,0,24,617,272,0,ifsg
1,0.0,0,0,411,31182,414,0,ifsg
1,0.0,61,1,217,1152,292,0,ifsg
1,0.15,44,0,156,8578,164,0,ifsg
1,0.0,0,0,389,4347,748,0,ifsg
1,0.0,0,1,8,319,335,0,ifsg
1,0.0,0,1,3,189,177,0,ifsg
1,0.0,112,1,22,743,331,0,ifsg
1,0.18,123,0,59,11204,124,0,ifsg
1,0.0,24,1,144,419,271,0,ifsg
1,0.0,34,0,2,81,268,0,ifsg
1,0.0,19,0,78,947,582,0,ifsg
1,0.0,0,0,28,206,333,0,ifsg
1,0.0,42,0,111,541,701,0,ifsg
1,0.18,50,0,6,392,237,0,ifsg
1,0.22,67,0,4,4177,3678,0,ifsg
1,0.17,134,0,31,265,321,0,ifsg
1,0.0,101,0,86,272,1486,0,ifsg
1,0.0,0,0,240,425,917,0,ifsg
1,0.0,0,1,11,150,178,0,ifsg
1,0.0,17,1,44,711,673,0,ifsg
1,0.0,0,1,9,89,121,0,ifsg
1,0.0,32,1,62,742,653,0,ifsg
1,0.0,0,0,0,96,50,0,ifsg
1,0.0,80,1,15,77,107,0,ifsg
1,0.0,2,1,53,195,395,0,ifsg
1,0.0,0,1,2,9,13,0,ifsg
1,0.0,146,0,52,10794,3164,0,ifsg
1,0.19,0,0,1,104,15,0,ifsg
1,0.0,0,1,62,318,569,0,ifsg
1,0.18,0,0,247,355,137,0,ifsg
1,0.31,0,1,9,99,488,0,ifsg
1,0.0,6,0,13,300,372,0,ifsg
1,0.15,0,0,204,139,61,0,ifsg
1,0.0,0,1,0,13,77,0,ifsg
1,0.22,0,1,51,606,430,0,ifsg
1,0.0,64,0,15,428,333,0,ifsg
1,0.0,0,0,108,494,545,0,ifsg
1,0.24,0,1,353,1261,2187,0,ifsg
1,0.0,0,1,5,68,87,0,ifsg
1,0.0,49,0,560,205558,53,0,ifsg
1,0.0,23,0,85,668,609,0,ifsg
1,0.0,120,0,95,1456,555,0,ifsg
1,0.14,34,0,14,410,387,0,ifsg
1,0.0,25,1,52,298,555,0,ifsg
1,0.0,0,1,7,254,345,0,ifsg
1,0.0,12,0,197,1070,1072,0,ifsg
1,0.17,0,1,89,1167,618,0,ifsg
1,0.0,9,1,34,335,300,0,ifsg
1,0.08,1,0,283,346,426,0,ifsg
1,0.0,18,1,65,1746,1631,0,ifsg
1,0.0,34,1,126,268,370,0,ifsg
1,0.0,23,1,327,537,1002,0,ifsg
1,0.0,19,1,42,805,488,0,ifsg
1,0.0,139,0,36,1504,52,0,ifsg
1,0.0,13,1,3,104,119,0,ifsg
1,0.0,50,0,53,380,462,0,ifsg
1,0.0,46,1,7,257,346,0,ifsg
1,0.0,30,1,103,1775,7500,0,ifsg
1,0.3,26,1,241,1456,1200,0,ifsg
1,0.0,0,1,103,265,264,0,ifsg
1,0.0,0,1,93,1051,694,0,ifsg
1,0.11,0,0,1,77,34,0,ifsg
0,0.0,27,1,16,220,323,0,ifsg
1,0.07,37,1,32,178,81,0,ifsg
1,0.0,31,1,1232,728,1213,0,ifsg
1,0.0,20,1,75,668,294,0,ifsg
1,0.0,7,0,5,406,408,0,ifsg
1,0.0,0,0,3,37,22,0,ifsg
1,0.0,0,1,30,56,114,0,ifsg
0,0.22,0,0,0,90,333,1,ifsg
0,0.38,0,0,0,60,31,1,ifsg
0,0.43,0,1,2,271,445,1,ifsg
1,0.0,0,1,3,1,80,1,ifsg
1,0.5,24,1,13,158,309,1,ifsg
0,0.31,0,0,0,39,64,1,ifsg
0,0.22,43,1,1,0,11,1,ifsg
0,0.0,0,1,0,0,853,1,ifsg
1,0.25,0,1,10,0,23,1,ifsg
0,0.0,0,0,0,12,5,1,ifsg
0,0.33,0,0,0,10,18,1,ifsg
0,0.33,0,1,0,1,34,1,ifsg
0,0.0,0,0,0,1,8,1,ifsg
0,0.0,0,1,0,0,0,1,ifsg
0,0.12,0,1,0,31,213,1,ifsg
0,0.18,0,1,0,5,10,1,ifsg
0,0.5,0,1,5,18,58,1,ifsg
1,0.5,0,1,0,12,77,1,ifsg
0,0.5,0,1,0,6,37,1,ifsg
1,0.57,0,0,0,47,10,1,ifsg
0,0.45,0,0,0,33,4,1,ifsg
0,0.5,0,1,141,4,279,1,ifsg
0,0.57,0,1,6,5,15,1,ifsg
1,0.0,0,1,1,0,44,1,ifsg
0,0.44,0,1,0,5,17,1,ifsg
0,0.0,0,1,1,107,42,1,ifsg
1,0.88,0,1,39,8,60,1,ifsg
0,0.0,0,0,0,48,6,1,ifsg
0,0.22,0,1,9,2,215,1,ifsg
0,0.0,0,1,0,51,126,1,ifsg
1,0.0,43,1,21,5,48,1,ifsg
0,0.0,0,1,0,0,802,1,ifsg
0,0.55,0,0,0,26,46,1,ifsg
0,0.07,0,1,0,0,601,1,ifsg
1,0.8,13,1,3,76,168,1,ifsg
0,0.0,0,1,0,165,689,1,ifsg
0,0.0,0,0,0,115,230,1,ifsg
0,0.31,0,0,0,6,15,1,ifsg
0,0.4,0,0,0,24,49,1,ifsg
0,0.33,0,1,0,40,236,1,ifsg
0,0.0,0,1,6,32,52,1,ifsg
0,0.33,0,1,0,0,35,1,ifsg
0,0.36,0,0,0,21,44,1,ifsg
1,0.55,0,1,1,79,767,1,ifsg
1,0.41,0,1,4,8,37,1,ifsg
1,0.43,0,0,0,49,79,1,ifsg
0,0.11,0,1,0,31,91,1,ifsg
1,0.0,0,1,0,15,41,1,ifsg
1,0.25,0,0,0,4,3,1,ifsg
1,0.44,0,1,0,0,229,1,ifsg
1,0.3,0,1,17,316,1165,1,ifsg
0,0.1,0,1,0,0,0,1,ifsg
0,0.0,0,0,1,3,1,1,ifsg
0,0.0,0,0,0,2,30,1,ifsg
1,0.29,9,1,7,221,244,1,ifsg
0,0.0,0,0,13,181,935,1,ifsg
0,0.0,0,1,0,9,167,1,ifsg
0,0.67,0,0,0,2,0,1,ifsg
1,0.31,0,1,0,25,86,1,ifsg
1,0.0,18,0,5,26,129,1,ifsg
1,0.89,0,1,124,15,305,1,ifsg
1,0.0,10,0,9,59,48,1,ifsg
0,0.2,61,1,5,7,47,1,ifsg
0,0.12,0,1,2,40,179,1,ifsg
0,0.0,0,0,0,51,41,1,ifsg
1,0.0,0,0,150,133,750,1,ifsg
1,0.0,0,1,29,25,39,1,ifsg
1,0.18,0,1,108,864,3646,1,ifsg
1,0.0,0,0,77,73,35,1,ifsg
1,0.38,0,1,3,184,170,1,ifsg
1,0.43,0,1,7,161,333,1,ifsg
1,0.22,0,1,3,42,694,1,ifsg
1,0.0,22,1,131,279,1124,1,ifsg
1,0.0,0,0,40,219,155,1,ifsg
1,0.24,0,1,4,18,106,1,ifsg
1,0.44,0,1,84,106,171,1,ifsg
1,0.5,2,1,299,34,108,1,ifsg
0,0.0,0,0,11,42,26,1,ifsg
1,0.16,146,1,0,1,13,1,ifsg
0,0.89,0,1,0,38,68,1,ifsg
1,0.58,6,1,1,34,44,1,ifsg
1,0.29,50,1,4,23,151,1,ifsg
1,0.3,0,1,0,23,37,1,ifsg
0,0.5,0,0,0,83,139,1,ifsg
0,0.4,0,0,0,25,28,1,ifsg
1,0.0,39,1,3,13,38,1,ifsg
0,0.25,0,0,0,64,60,1,ifsg
0,0.36,0,0,0,90,69,1,ifsg
0,0.33,0,0,0,82,6,1,ifsg
0,0.0,0,0,0,140,319,1,ifsg
0,0.36,0,1,0,0,29,1,ifsg
1,0.3,5,1,1,51,420,1,ifsg
1,0.12,91,0,7,38,87,1,ifsg
0,0.33,2,1,3,21,733,1,ifsg
1,0.38,0,1,0,5,121,1,ifsg
1,0.4,0,1,0,21,45,1,ifsg
0,0.57,0,1,5,124,249,1,ifsg
0,0.22,0,1,0,5,56,1,ifsg
1,0.38,37,1,1,2,16,1,ifsg
0,0.64,0,0,0,42,46,1,ifsg
1,0.33,0,1,12,48,45,1,ifsg
0,0.31,0,0,0,32,25,1,ifsg
0,0.0,0,1,0,0,71,1,ifsg
0,0.25,0,0,0,0,0,1,ifsg
1,0.12,0,1,1,10,104,1,ifsg
1,0.38,0,1,92,19,31,1,ifsg
0,0.31,0,1,0,138,99,1,ifsg
0,0.2,0,1,0,11,157,1,ifsg
0,0.0,0,1,0,1,64,1,ifsg
0,0.42,0,0,0,39,40,1,ifsg
1,0.0,148,0,21,446,1762,1,ifsg
1,0.57,0,1,7,9,82,1,ifsg
0,0.0,0,0,9,589,2980,1,ifsg
0,0.06,0,0,0,27,63,1,ifsg
1,0.0,0,0,14,143,500,1,ifsg
0,0.0,0,1,0,0,177,1,ifsg
0,0.0,0,1,0,0,130,1,ifsg
0,0.21,0,0,3,124,135,1,ifsg
1,0.07,0,1,0,12,192,1,ifsg
0,0.42,0,0,0,16,36,1,ifsg
0,0.21,0,0,1,1,2,1,ifsg
0,0.38,0,0,1,120,181,1,ifsg
0,0.0,0,1,0,0,71,1,ifsg
0,0.0,0,0,1,26,8,1,ifsg
1,0.14,0,0,0,57,167,1,ifsg
0,0.15,0,0,1,13,22,1,ifsg
1,0.0,149,0,28,1031,208,1,ifsg
1,0.18,0,0,0,42,146,1,ifsg
1,0.33,0,0,25,70,64,1,ifsg
1,0.18,0,1,0,0,8,1,ifsg
1,0.3,0,0,0,46,92,1,ifsg
1,0.43,0,0,111,834,4118,1,ifsg
0,0.0,22,1,2,389,392,1,ifsg
1,0.33,0,0,0,43,221,1,ifsg
0,0.33,0,1,0,23,40,1,ifsg
0,0.0,0,1,0,5,82,1,ifsg
0,0.71,0,1,0,4,25,1,ifsg
0,0.5,0,0,0,17,44,1,ifsg
1,0.25,2,1,5,182,227,1,ifsg
1,0.33,0,0,10,108,304,1,ifsg
0,0.5,0,0,3,43,123,1,ifsg
0,0.29,0,0,19,77,8,1,ifsg
0,0.09,0,0,0,32,87,1,ifsg
0,0.25,0,1,0,0,11,1,ifsg
1,0.13,0,1,8,40,66,1,ifsg
0,0.33,20,0,2,53,303,1,ifsg
1,0.14,0,0,10,67,90,1,ifsg
1,0.0,0,0,29,122,336,1,ifsg
0,0.0,0,0,0,18,49,1,ifsg
0,0.4,0,1,0,24,88,1,ifsg
1,0.0,0,0,2,35,136,1,ifsg
1,0.4,0,1,3,119,151,1,ifsg
1,0.1,0,1,5,6,24,1,ifsg
0,0.43,0,0,0,34,26,1,ifsg
1,0.0,148,0,63,272,295,1,ifsg
1,0.44,0,0,1,53,137,1,ifsg
1,0.33,50,1,4,818,618,1,ifsg
1,0.0,0,0,34,82,74,1,ifsg
1,0.38,2,0,0,40,233,1,ifsg
1,0.4,0,1,0,21,76,1,ifsg
1,0.33,0,0,6,59,38,1,ifsg
1,0.12,0,0,2,102,109,1,ifsg
1,0.29,0,1,7,576,474,1,ifsg
0,0.57,0,0,0,19,16,1,ifsg
1,0.0,0,1,0,66,161,1,ifsg
1,0.0,0,1,5,310,894,1,ifsg
1,0.0,34,1,0,16,17,1,ifsg
0,0.0,0,0,0,15,4,1,ifsg
1,0.07,0,1,0,47,98,1,ifsg
1,0.0,0,0,4,88,61,1,ifsg
1,0.27,0,1,1,51,59,1,ifsg
1,0.0,0,0,26,505,2330,1,ifsg
1,0.36,0,0,9,159,433,1,ifsg
1,0.29,0,1,4,77,1269,1,ifsg
1,0.83,32,0,4,61,76,1,ifsg
0,0.67,0,1,0,7,14,1,ifsg
1,0.38,0,1,0,11,60,1,ifsg
0,0.58,0,0,0,49,22,1,ifsg
0,0.0,0,0,0,15,595,1,ifsg
1,0.2,0,0,1,1,9,1,ifsg
0,0.0,0,0,0,17,1,1,ifsg
0,0.29,0,0,0,15,1,1,ifsg
1,0.25,59,0,28,358,1990,1,ifsg
0,0.25,0,0,0,20,7,1,ifsg
0,0.0,6,0,1,50,32,1,ifsg
0,0.0,0,0,0,57,76,1,ifsg
0,0.31,0,0,2,12,15,1,ifsg
1,0.67,0,0,2,218,792,1,ifsg
0,0.33,0,0,9,78,98,1,ifsg
0,0.47,0,0,1,16,23,1,ifsg
0,0.36,0,0,8,39,17,1,ifsg
0,0.0,0,0,0,15,1,1,ifsg
0,0.4,0,0,0,30,48,1,ifsg
0,0.33,0,0,0,85,638,1,ifsg
0,0.33,0,0,0,77,747,1,ifsg
0,0.55,0,0,0,49,82,1,ifsg
0,0.27,0,0,0,16,24,1,ifsg
0,0.44,0,0,0,8,6,1,ifsg
0,0.44,0,0,2,34,22,1,ifsg
0,0.47,0,0,2,45,83,1,ifsg
0,0.33,0,0,0,49,0,1,ifsg
0,0.0,0,0,0,15,5,1,ifsg
0,0.25,0,0,0,92,403,1,ifsg
1,0.91,0,0,0,75,26,1,ifsg
0,0.44,0,0,0,10,0,1,ifsg
1,0.12,1,0,0,23,26,1,ifsg
0,0.2,0,0,0,22,11,1,ifsg
0,0.24,0,0,0,55,46,1,ifsg
0,0.27,0,0,0,16,0,1,ifsg
0,0.25,0,0,0,7,20,1,ifsg
0,0.28,0,0,0,86,0,1,ifsg
0,0.38,0,0,0,3,11,1,ifsg
0,0.57,0,0,0,12,30,1,ifsg
1,0.44,0,0,1,14,56,1,ifsg
0,0.47,0,0,0,24,22,1,ifsg
0,0.0,0,0,0,52,1,1,ifsg
0,0.44,0,0,1,16,27,1,ifsg
0,0.44,0,0,4,17,20,1,ifsg
0,0.57,0,0,0,50,49,1,ifsg
0,0.54,0,0,5,136,1029,1,ifsg
1,0.43,0,0,10,178,1417,1,ifsg
0,0.89,0,0,1,50,39,1,ifsg
1,0.38,0,0,2,207,2426,1,ifsg
0,0.36,0,1,0,178,828,1,ifsg
0,0.0,0,0,0,16,26,1,ifsg
0,0.14,0,0,0,49,2,1,ifsg
0,0.2,0,0,2,49,12,1,ifsg
0,0.1,0,0,0,37,4,1,ifsg
0,0.5,0,0,0,21,0,1,ifsg
1,0.58,0,0,21,356,2176,1,ifsg
0,0.44,0,0,0,46,4,1,ifsg
0,0.22,0,0,0,49,0,1,ifsg
0,0.0,0,0,0,49,58,1,ifsg
0,0.0,0,0,0,44,45,1,ifsg
0,0.13,0,0,0,42,240,1,ifsg
0,0.38,0,0,0,47,9,1,ifsg
0,0.1,0,0,0,48,1,1,ifsg
1,0.91,0,0,0,75,26,1,ifsg
0,0.08,0,0,0,115,289,1,ifsg
0,0.88,0,0,5,53,66,1,ifsg
0,0.67,0,0,0,32,23,1,ifsg
0,0.44,0,0,0,39,153,1,ifsg
0,0.18,0,0,0,3033,1155,1,ifsg
0,0.25,0,0,0,3003,825,1,ifsg
0,0.88,0,0,1,34,36,1,ifsg
0,0.36,0,0,37,218,1528,1,ifsg
1,0.33,0,0,8,210,1543,1,ifsg
1,0.2,19,0,4,1489,3715,1,ifsg
0,0.5,0,0,0,10,2,1,ifsg
0,0.33,0,0,28,201,812,1,ifsg
0,0.0,0,0,0,351,2663,1,ifsg
0,0.43,0,0,0,52,16,1,ifsg
0,0.25,0,0,6,156,423,1,ifsg
0,0.43,0,0,12,85,477,1,ifsg
0,0.24,0,0,0,35,38,1,ifsg
0,0.44,0,0,0,55,28,1,ifsg
0,0.27,43,1,0,16,51,1,ifsg
0,0.38,0,0,0,43,88,1,ifsg
0,0.4,0,0,2,97,408,1,ifsg
0,0.57,0,0,2,34,112,1,ifsg
0,0.0,0,0,0,2346,7272,1,ifsg
0,0.25,0,0,0,49,95,1,ifsg
1,0.19,0,1,2,2,55,1,ifsg
0,0.46,0,0,2,40,19,1,ifsg
0,0.46,0,1,0,332,1333,1,ifsg
0,0.73,0,0,0,14,542,1,ifsg
1,0.6,0,0,12,65,162,1,ifsg
1,0.46,0,0,1,20,52,1,ifsg
0,0.31,0,0,0,26,27,1,ifsg
1,0.43,0,0,0,72,434,1,ifsg
1,0.0,0,0,1,55,2,1,ifsg
1,0.5,33,0,12,77,108,1,ifsg
1,0.0,0,1,59,31,215,1,ifsg
0,0.86,0,0,0,57,130,1,ifsg
0,0.62,0,1,0,58,347,1,ifsg
1,0.33,0,0,23,47,139,1,ifsg
1,0.16,43,0,3,31,37,1,ifsg
1,0.92,0,0,11,96,242,1,ifsg
1,0.27,19,0,8,126,860,1,ifsg
1,0.25,0,1,102,39,229,1,ifsg
1,0.43,5,0,6,66,161,1,ifsg
1,0.31,0,0,25,87,698,1,ifsg
1,0.2,28,0,0,15,64,1,ifsg
1,0.55,0,0,33,166,596,1,ifsg
1,0.38,21,0,44,66,75,1,ifsg
1,0.57,0,0,4,96,339,1,ifsg
1,0.57,11,0,0,57,73,1,ifsg
1,0.27,0,0,2,150,487,1,ifsg
1,0.33,30,1,35,488,604,0,ifsg
1,0.0,64,1,3,35,6,0,ifsg
1,0.0,82,1,319,328,668,0,ifsg
1,0.0,143,1,273,14890,7369,0,ifsg
1,0.5,76,1,6,225,356,0,ifsg
1,0.0,0,1,6,362,424,0,ifsg
1,0.0,132,1,9,213,254,0,ifsg
1,0.0,0,1,19,552,521,0,ifsg
1,0.0,96,1,17,122,143,0,ifsg
1,0.0,78,1,9,834,358,0,ifsg
1,0.0,0,1,53,229,492,0,ifsg
1,0.14,78,1,97,1913,436,0,ifsg
1,0.14,61,1,17,200,437,0,ifsg
1,0.33,45,1,8,130,622,0,ifsg
1,0.1,43,0,60,192,141,0,ifsg
1,0.0,56,1,51,498,337,0,ifsg
1,0.33,86,1,25,96,499,0,ifsg
1,0.0,97,1,188,202,605,0,ifsg
1,0.0,46,1,590,175,199,0,ifsg
1,0.0,39,1,251,223,694,0,ifsg
1,0.5,0,1,0,189,276,0,ifsg
1,0.0,28,1,58,486,862,0,ifsg
1,0.22,63,1,46,464,367,0,ifsg
1,0.0,24,1,19,150,157,0,ifsg
1,0.1,4,1,250,2983,545,0,ifsg
1,0.0,27,1,28,116,138,0,ifsg
1,0.0,137,0,1065,155537,1395,0,ifsg
1,0.0,69,1,209,248,490,0,ifsg
1,0.33,0,1,5,348,347,0,ifsg
1,0.0,147,0,1879,4021842,5514,0,ifsg
1,0.0,0,0,9,366,552,0,ifsg
1,0.0,138,0,253,1064,573,0,ifsg
1,0.0,117,0,90,81267,963,0,ifsg
1,0.0,0,1,8,400,449,0,ifsg
1,0.17,0,0,12,361,562,0,ifsg
1,0.0,14,0,13,228,346,0,ifsg
1,0.0,18,0,59,855,151,0,ifsg
1,0.0,54,0,77,777,148,0,ifsg
1,0.0,0,0,14,264,151,0,ifsg
1,0.15,73,0,330,1572,3504,0,ifsg
1,0.0,47,1,2,510,185,0,ifsg
1,0.0,84,0,932,1027419,293,0,ifsg
1,0.0,39,0,6,710,549,0,ifsg
1,0.09,77,0,463,2267,466,0,ifsg
1,0.0,33,1,62,2055,993,0,ifsg
