profile_pic,username_digit_ratio,description_length,private,posts_count,followers_count,follows_count,fake,source_dataset,log_followers,log_follows,log_posts,followers_per_post,follows_to_followers,engagement_ratio,social_reach,has_no_posts,has_many_follows,has_many_followers,follow_activity_score
1,0.0,27,0,334,6741307,111,0,ifsg,15.723764529342159,4.718498871295094,5.814130531825066,20123.30447761194,1.646564731948162e-05,4.9544465341792286e-05,0.9999833862870711,0,0,1,0
0,0.67,0,0,0,32,23,1,ifsg,3.4965075614664802,3.1780538303479458,0.0,32.0,0.696969696969697,0.0,0.5714285714285714,1,0,0,1
1,0.0,41,1,23,460,459,0,instafake,6.133398042996649,6.131226489483141,3.1780538303479458,19.166666666666668,0.9956616052060737,0.025,0.5,0,0,0,0
1,0.0,0,1,156,289,222,0,ifsg,5.66988092298052,5.407171771460119,5.056245805348308,1.8407643312101911,0.7655172413793103,0.3046875,0.564453125,0,0,0,0
0,0.2,0,0,2,49,12,1,ifsg,3.912023005428146,2.5649493574615367,1.0986122886681098,16.333333333333332,0.24,0.03225806451612903,0.7903225806451613,0,0,0,0
1,0.0,41,1,78,542,531,0,instafake,6.297109319933935,6.2766434893416445,4.3694478524670215,6.860759493670886,0.9779005524861878,0.07262569832402235,0.5046554934823091,0,0,0,0
1,0.0,0,1,5,369,396,0,instafake,5.91350300563827,5.983936280687191,1.791759469228055,61.5,1.0702702702702702,0.006527415143603133,0.48172323759791125,0,0,0,1
1,0.0625,35,1,61,936,706,0,instafake,6.842683282238422,6.561030665896573,4.127134385045092,15.096774193548388,0.7534685165421559,0.03712720632988436,0.5696895922093731,0,0,0,0
1,0.0,0,1,91,625,921,0,instafake,6.439350371100098,6.826545223556594,4.5217885770490405,6.793478260869565,1.4712460063897763,0.058823529411764705,0.4040077569489334,0,0,0,1
1,0.0,9,1,75,476,462,0,instafake,6.1675164908883415,6.137727054086234,4.330733340286331,6.2631578947368425,0.9685534591194969,0.07987220447284345,0.5069222577209798,0,0,0,0
1,0.0,40,1,799,330,422,0,instafake,5.802118375377063,6.0473721790462776,6.684611727667927,0.4125,1.2749244712990937,1.0610889774236387,0.43824701195219123,0,0,0,1
1,0.0,42,1,108,615,830,0,instafake,6.423246963533519,6.7226297948554485,4.6913478822291435,5.6422018348623855,1.3474025974025974,0.07468879668049792,0.42531120331950206,0,0,0,1
1,0.0,6,0,83,847,652,0,instafake,6.742880635791903,6.481577129276431,4.430816798843313,10.083333333333334,0.7688679245283019,0.05533333333333333,0.5646666666666667,0,0,0,0
1,0.1666666666666666,0,1,3,89,112,0,instafake,4.499809670330265,4.727387818712341,1.3862943611198906,22.25,1.2444444444444445,0.01485148514851485,0.4405940594059406,0,0,0,1
1,0.0,10,1,2,138,124,0,instafake,4.9344739331306915,4.8283137373023015,1.0986122886681098,46.0,0.8920863309352518,0.0076045627376425855,0.5247148288973384,0,0,0,0
1,0.0,46,1,7,257,346,0,ifsg,5.552959584921617,5.849324779946859,2.0794415416798357,32.125,1.3410852713178294,0.011589403973509934,0.42549668874172186,0,0,0,1
1,0.0,48,1,34,625,703,0,instafake,6.439350371100098,6.556778356158042,3.5553480614894135,17.857142857142858,1.123003194888179,0.025583145221971408,0.47027840481565086,0,0,0,1
1,0.0,22,1,94,254,352,0,instafake,5.541263545158426,5.8664680569332965,4.553876891600541,2.6736842105263157,1.380392156862745,0.15485996705107083,0.4184514003294893,0,0,0,1
1,0.0,0,0,3,143,237,0,instafake,4.969813299576001,5.472270673671475,1.3862943611198906,35.75,1.6458333333333333,0.007874015748031496,0.3753280839895013,0,0,0,1
0,0.15,0,0,1,13,22,1,ifsg,2.6390573296152584,3.1354942159291497,0.6931471805599453,6.5,1.5714285714285714,0.027777777777777776,0.3611111111111111,0,0,0,1
1,0.0,76,0,411,911,343,0,instafake,6.815639990074331,5.840641657373398,6.021023349349527,2.2111650485436893,0.37609649122807015,0.32749003984063746,0.7258964143426295,0,0,0,0
1,0.0,18,0,78,687,539,0,instafake,6.5337888379333435,6.29156913955832,4.3694478524670215,8.69620253164557,0.7834302325581395,0.06356968215158924,0.5599022004889975,0,0,0,0
1,0.0,0,0,0,270,493,0,instafake,5.602118820879701,6.202535517187923,0.0,270.0,1.8191881918819188,0.0,0.35340314136125656,1,0,0,2
1,0.2857142857142857,0,1,0,8,1709,1,instafake,2.1972245773362196,7.444248649496705,0.0,8.0,189.88888888888889,0.0,0.004656577415599534,1,1,0,3
1,0.0,0,1,44,400,835,0,instafake,5.993961427306569,6.728628613084702,3.8066624897703196,8.88888888888889,2.082294264339152,0.03559870550161812,0.32362459546925565,0,0,0,1
1,0.0,6,1,58,581,544,0,instafake,6.366470447731438,6.300785794663244,4.07753744390572,9.847457627118644,0.9347079037800687,0.05150976909413854,0.5159857904085258,0,0,0,0
1,0.0,31,1,1,272,302,0,instafake,5.60947179518496,5.713732805509369,0.6931471805599453,136.0,1.1062271062271063,0.0017391304347826088,0.47304347826086957,0,0,0,1
1,0.0,33,1,176,341,1049,0,instafake,5.834810737062605,6.956545443151569,5.176149732573829,1.926553672316384,3.0672514619883042,0.12652767792954708,0.24514737598849748,0,0,0,1
1,0.0,71,0,72,1824,2713,0,ifsg,7.509335266016592,7.906178840394815,4.290459441148391,24.986301369863014,1.4865753424657535,0.015866020273248127,0.4019391802556192,0,1,1,2
1,0.0,27,0,0,514,1999,1,instafake,6.244166900663736,7.600902459542082,0.0,514.0,3.8815533980582524,0.0,0.20445505171042164,1,1,0,3
1,0.0,0,1,18,524,510,0,instafake,6.263398262591624,6.236369590203704,2.9444389791664403,27.57894736842105,0.9714285714285714,0.017391304347826087,0.506280193236715,0,0,0,0
1,0.0,34,1,30,334,499,0,instafake,5.814130531825066,6.214608098422191,3.4339872044851463,10.774193548387096,1.48955223880597,0.03597122302158273,0.40047961630695444,0,0,0,1
1,0.0,24,1,19,473,531,0,instafake,6.161207321695077,6.2766434893416445,2.995732273553991,23.65,1.120253164556962,0.01890547263681592,0.47064676616915424,0,0,0,1
1,0.29,0,0,10,167,164,0,ifsg,5.123963979403259,5.10594547390058,2.3978952727983707,15.181818181818182,0.9761904761904762,0.030120481927710843,0.5030120481927711,0,0,0,0
1,0.0,0,1,85,165,181,0,instafake,5.111987788356544,5.204006687076795,4.454347296253507,1.9186046511627908,1.0903614457831325,0.24495677233429394,0.4755043227665706,0,0,0,1
1,0.0,133,0,307,602517,482,0,ifsg,13.308872819419355,6.180016653652572,5.730099782973574,1956.224025974026,0.0007999761002990782,0.0005091210613598673,0.9991990049751244,0,0,1,0
1,0.4,0,0,0,5,77,1,instafake,1.791759469228055,4.356708826689592,0.0,5.0,12.833333333333334,0.0,0.060240963855421686,1,0,0,2
1,0.0,0,0,5,140,288,0,instafake,4.948759890378168,5.666426688112432,1.791759469228055,23.333333333333332,2.0425531914893615,0.011655011655011656,0.32634032634032634,0,0,0,1
1,0.1428571428571428,0,1,101,308,423,0,instafake,5.733341276897746,6.049733455231958,4.624972813284271,3.019607843137255,1.3689320388349515,0.13797814207650272,0.4207650273224044,0,0,0,1
1,0.33,0,1,5,348,347,0,ifsg,5.855071922202427,5.8522024797744745,1.791759469228055,58.0,0.994269340974212,0.007183908045977011,0.5,0,0,0,0
1,0.0,0,0,2,126,88,0,instafake,4.844187086458591,4.48863636973214,1.0986122886681098,42.0,0.6929133858267716,0.009302325581395349,0.586046511627907,0,0,0,0
1,0.0,32,0,16,511,563,0,instafake,6.238324625039508,6.335054251498059,2.833213344056216,30.058823529411764,1.099609375,0.014883720930232559,0.4753488372093023,0,0,0,1
1,0.0,10,1,8,218,221,0,instafake,5.389071729816501,5.402677381872279,2.1972245773362196,24.22222222222222,1.0091324200913243,0.01818181818181818,0.4954545454545455,0,0,0,1
1,0.0,1,1,502,511,873,0,instafake,6.238324625039508,6.773080375655535,6.220590170099739,1.0159045725646123,1.705078125,0.3624548736462094,0.3689530685920578,0,0,0,1
0,0.6363636363636364,0,1,0,0,6,1,instafake,0.0,1.9459101490553132,0.0,0.0,6.0,0.0,0.0,1,0,0,2
1,0.0,0,0,1,4,179,1,instafake,1.6094379124341003,5.19295685089021,0.6931471805599453,2.0,35.8,0.005434782608695652,0.021739130434782608,0,0,0,1
0,0.22,0,0,0,31,124,1,ifsg,3.4657359027997265,4.8283137373023015,0.0,31.0,3.875,0.0,0.1987179487179487,1,0,0,2
0,0.33,0,1,0,40,236,1,ifsg,3.713572066704308,5.4680601411351315,0.0,40.0,5.7560975609756095,0.0,0.1444043321299639,1,0,0,2
1,0.0,7,1,4,146,203,0,instafake,4.990432586778736,5.318119993844216,1.6094379124341003,29.2,1.380952380952381,0.011428571428571429,0.41714285714285715,0,0,0,1
0,0.55,0,0,0,49,82,1,ifsg,3.912023005428146,4.418840607796598,0.0,49.0,1.64,0.0,0.3712121212121212,1,0,0,2
1,0.0,6,1,32,409,927,0,instafake,6.016157159698354,6.833031732786201,3.4965075614664802,12.393939393939394,2.2609756097560973,0.02393418100224383,0.3059087509349289,0,0,0,1
1,0.0,49,0,560,205558,53,0,ifsg,12.233488376334652,3.9889840465642745,6.329720905522696,366.41354723707667,0.00025783351738430327,0.0027235764449545746,0.9997373694142365,0,0,1,0
1,0.0,13,1,14,386,363,0,ifsg,5.958424693029782,5.8971538676367405,2.70805020110221,25.733333333333334,0.937984496124031,0.018666666666666668,0.5146666666666667,0,0,0,0
1,0.0,78,1,19,371,357,0,instafake,5.918893854273146,5.8805329864007,2.995732273553991,18.55,0.9596774193548387,0.02606310013717421,0.5089163237311386,0,0,0,0
1,0.0,13,1,8,751,1223,0,ifsg,6.62273632394984,7.1098794630722715,2.1972245773362196,83.44444444444444,1.6263297872340425,0.004050632911392405,0.380253164556962,0,0,0,1
1,0.2222222222222222,24,1,5,544,371,0,instafake,6.300785794663244,5.918893854273146,1.791759469228055,90.66666666666667,0.6807339449541284,0.0054585152838427945,0.5938864628820961,0,0,0,0
1,0.2352941176470588,32,1,1,304,298,0,instafake,5.720311776607412,5.700443573390687,0.6931471805599453,152.0,0.9770491803278688,0.001658374792703151,0.5041459369817579,0,0,0,0
0,0.62,0,0,0,0,18,1,ifsg,0.0,2.9444389791664403,0.0,0.0,18.0,0.0,0.0,1,0,0,2
1,0.0,33,1,223,601,509,0,instafake,6.400257445308821,6.234410725718371,5.4116460518550396,2.6830357142857144,0.845514950166113,0.2007200720072007,0.540954095409541,0,0,0,0
1,0.0,0,1,8,400,449,0,ifsg,5.993961427306569,6.1092475827643655,2.1972245773362196,44.44444444444444,1.119700748129676,0.009411764705882352,0.47058823529411764,0,0,0,1
1,0.0,43,1,9,233,242,0,instafake,5.455321115357702,5.493061443340548,2.302585092994046,23.3,1.0341880341880343,0.018907563025210083,0.4894957983193277,0,0,0,1
1,0.0,27,1,121,613,555,0,instafake,6.419994928147142,6.320768294250582,4.804021044733257,5.024590163934426,0.9039087947882736,0.10350727117194183,0.5243798118049615,0,0,0,0
1,0.0,12,1,12,236,226,0,instafake,5.4680601411351315,5.424950017481403,2.5649493574615367,18.153846153846153,0.9535864978902954,0.02591792656587473,0.509719222462203,0,0,0,0
1,0.4,0,0,25,179,347,0,instafake,5.19295685089021,5.8522024797744745,3.258096538021482,6.884615384615385,1.9277777777777778,0.04743833017077799,0.3396584440227704,0,0,0,1
1,0.0,36,1,39,256,338,0,instafake,5.54907608489522,5.82600010738045,3.6888794541139363,6.4,1.3151750972762646,0.06554621848739496,0.43025210084033616,0,0,0,1
1,0.0,37,1,120,570,455,0,instafake,6.3473892096560105,6.1224928095143865,4.795790545596741,4.710743801652892,0.7968476357267951,0.11695906432748537,0.5555555555555556,0,0,0,0
0,0.0,0,1,0,5,16,1,instafake,1.791759469228055,2.833213344056216,0.0,5.0,2.6666666666666665,0.0,0.22727272727272727,1,0,0,2
1,0.0,41,1,11,673,587,0,instafake,6.513230110912307,6.376726947898627,2.4849066497880004,56.083333333333336,0.870919881305638,0.008723235527359239,0.5337034099920698,0,0,0,0
1,0.0,0,0,5,135,176,0,ifsg,4.912654885736052,5.176149732573829,1.791759469228055,22.5,1.2941176470588236,0.016025641025641024,0.4326923076923077,0,0,0,1
1,0.89,0,0,6,192,942,1,ifsg,5.262690188904886,6.849066282633458,1.9459101490553132,27.428571428571427,4.880829015544041,0.0052863436123348016,0.16916299559471365,0,0,0,1
1,0.0,75,0,3,116,1265,0,instafake,4.762173934797756,7.143617602704121,1.3862943611198906,29.0,10.811965811965813,0.002170767004341534,0.08393632416787265,0,0,0,1
1,0.1666666666666666,15,1,0,125,1396,1,instafake,4.836281906951478,7.242082359256962,0.0,125.0,11.079365079365079,0.0,0.0821287779237845,1,0,0,2
1,0.14,34,0,14,410,387,0,ifsg,6.018593214496234,5.961005339623274,2.70805020110221,27.333333333333332,0.9416058394160584,0.017543859649122806,0.5137844611528822,0,0,0,0
0,0.57,0,0,0,50,49,1,ifsg,3.9318256327243257,3.912023005428146,0.0,50.0,0.9607843137254902,0.0,0.5,1,0,0,1
1,0.2,0,0,85,816,7497,1,instafake,6.705639094860003,8.922391597295857,4.454347296253507,9.488372093023257,9.17625458996328,0.010223719028145298,0.09814770267019485,0,1,0,2
1,0.0,0,1,67,343,388,0,instafake,5.840641657373398,5.963579343618446,4.219507705176107,5.044117647058823,1.127906976744186,0.09153005464480875,0.4685792349726776,0,0,0,1
1,0.25,111,0,3,444,604,0,instafake,6.09807428216624,6.405228458030842,1.3862943611198906,111.0,1.3573033707865167,0.002859866539561487,0.4232602478551001,0,0,0,1
1,0.0,0,0,4,129,920,1,ifsg,4.867534450455582,6.825460036255307,1.6094379124341003,25.8,7.076923076923077,0.0038095238095238095,0.12285714285714286,0,0,0,1
1,0.0,0,1,71,492,724,0,instafake,6.20050917404269,6.586171654854675,4.276666119016055,6.833333333333333,1.4685598377281948,0.05834018077239113,0.40427280197206245,0,0,0,1
1,0.3333333333333333,0,0,1,28,4518,1,instafake,3.367295829986474,8.41604600941128,0.6931471805599453,14.0,155.79310344827587,0.00021992522542335605,0.00615790631185397,0,1,0,2
1,0.2666666666666666,85,1,236,642,776,0,instafake,6.466144724237619,6.655440350367647,5.4680601411351315,2.7088607594936707,1.2068429237947123,0.16631430584918958,0.452431289640592,0,0,0,1
0,0.1,0,1,0,0,0,1,ifsg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1,0.0,138,0,253,1064,573,0,ifsg,6.970730078143525,6.352629396319567,5.537334267018537,4.188976377952756,0.5380281690140845,0.15445665445665446,0.6495726495726496,0,0,1,0
0,0.5,0,0,0,17,44,1,ifsg,2.8903717578961645,3.8066624897703196,0.0,17.0,2.4444444444444446,0.0,0.27419354838709675,1,0,0,2
1,0.0,0,0,4,169,39,0,instafake,5.135798437050262,3.6888794541139363,1.6094379124341003,33.8,0.22941176470588234,0.019138755980861243,0.8086124401913876,0,0,0,0
1,0.0,2,1,37,338,367,0,instafake,5.82600010738045,5.908082938168931,3.6375861597263857,8.894736842105264,1.0825958702064897,0.05240793201133145,0.47875354107648727,0,0,0,1
1,0.0,39,0,63,384,447,0,ifsg,5.953243334287785,6.104793232414985,4.1588830833596715,6.0,1.161038961038961,0.07572115384615384,0.46153846153846156,0,0,0,1
1,0.0,0,1,0,77,92,0,instafake,4.356708826689592,4.532599493153256,0.0,77.0,1.1794871794871795,0.0,0.45294117647058824,1,0,0,2
1,0.0,39,0,6,710,549,0,ifsg,6.566672429803241,6.309918278226516,1.9459101490553132,101.42857142857143,0.7721518987341772,0.004761904761904762,0.5634920634920635,0,0,0,0
1,0.0,1,1,54,302,362,0,instafake,5.713732805509369,5.8944028342648505,4.007333185232471,5.490909090909091,1.1947194719471947,0.081203007518797,0.45413533834586467,0,0,0,1
1,0.0,0,1,491,1170,1355,0,instafake,7.065613363597717,7.212294468500341,6.198478716492308,2.3780487804878048,1.157130657557643,0.1943784639746635,0.46318289786223277,0,0,1,1
1,0.0,0,1,150,500,667,0,instafake,6.2166061010848646,6.504288173536645,5.017279836814924,3.3112582781456954,1.3313373253493015,0.1284246575342466,0.4280821917808219,0,0,0,1
1,0.1,43,0,60,192,141,0,ifsg,5.262690188904886,4.955827057601261,4.110873864173311,3.1475409836065573,0.7305699481865285,0.17964071856287425,0.5748502994011976,0,0,0,0
0,0.5,0,1,5,18,58,1,ifsg,2.9444389791664403,4.07753744390572,1.791759469228055,3.0,3.0526315789473686,0.06493506493506493,0.23376623376623376,0,0,0,1
1,0.0,34,1,4,264,265,0,instafake,5.579729825986222,5.583496308781699,1.6094379124341003,52.8,1.0,0.007547169811320755,0.4981132075471698,0,0,0,0
1,0.2,33,1,10,167,184,0,instafake,5.123963979403259,5.220355825078324,2.3978952727983707,15.181818181818182,1.0952380952380953,0.028409090909090908,0.4744318181818182,0,0,0,1
1,0.0,0,1,46,372,374,0,instafake,5.921578419643816,5.926926025970411,3.8501476017100584,7.914893617021277,1.002680965147453,0.06157965194109773,0.4979919678714859,0,0,0,1
1,0.0,0,1,98,548,480,0,instafake,6.3080984415095305,6.175867270105761,4.59511985013459,5.5353535353535355,0.8743169398907104,0.09523809523809523,0.532555879494655,0,0,0,0
1,0.0,0,1,20,357,593,0,instafake,5.8805329864007,6.386879319362645,3.044522437723423,17.0,1.6564245810055866,0.02103049421661409,0.3753943217665615,0,0,0,1
1,0.57,0,0,4,96,339,1,ifsg,4.574710978503383,5.8289456176102075,1.6094379124341003,19.2,3.4948453608247423,0.009174311926605505,0.22018348623853212,0,0,0,1
1,0.1111111111111111,0,1,76,174,165,0,instafake,5.1647859739235145,5.111987788356544,4.343805421853684,2.25974025974026,0.9428571428571428,0.2235294117647059,0.5117647058823529,0,0,0,0
1,0.0,6,1,27,326,784,0,instafake,5.7899601708972535,6.665683717782408,3.332204510175204,11.642857142857142,2.397553516819572,0.024302430243024302,0.2934293429342934,0,0,0,1
1,0.44,0,0,3,39,68,1,ifsg,3.6888794541139363,4.23410650459726,1.3862943611198906,9.75,1.7,0.027777777777777776,0.3611111111111111,0,0,0,1
1,0.0,0,1,240,404,458,0,instafake,6.003887067106539,6.129050210060545,5.484796933490655,1.6763485477178424,1.1308641975308642,0.27809965237543455,0.4681344148319815,0,0,0,1
1,0.0,0,0,9,218,75,0,ifsg,5.389071729816501,4.330733340286331,2.302585092994046,21.8,0.3424657534246575,0.030612244897959183,0.7414965986394558,0,0,0,0
1,0.0,39,1,374,1872,1806,0,instafake,7.5352967024440884,7.499423290592229,5.926926025970411,4.992,0.9642285104111051,0.1016580592552324,0.508833922261484,0,1,1,1
1,0.0,25,1,48,120,84,0,instafake,4.795790545596741,4.442651256490317,3.8918202981106265,2.4489795918367347,0.6942148760330579,0.23414634146341465,0.5853658536585366,0,0,0,0
1,0.0,43,1,21,5,48,1,ifsg,1.791759469228055,3.8918202981106265,3.091042453358316,0.22727272727272727,8.0,0.3888888888888889,0.09259259259259259,0,0,0,1
1,0.0,41,0,80,894,720,0,instafake,6.796823718274855,6.580639137284949,4.394449154672439,11.037037037037036,0.8044692737430168,0.04953560371517028,0.5535603715170279,0,0,0,0
1,0.0,50,0,1,1266,678,0,instafake,7.144407180321139,6.520621127558696,0.6931471805599453,633.0,0.5351223362273086,0.0005141388174807198,0.6508997429305913,0,0,1,0
1,0.8,13,1,3,76,168,1,ifsg,4.343805421853684,5.1298987149230735,1.3862943611198906,19.0,2.1818181818181817,0.012244897959183673,0.31020408163265306,0,0,0,1
1,0.38,0,1,0,5,121,1,ifsg,1.791759469228055,4.804021044733257,0.0,5.0,20.166666666666668,0.0,0.03937007874015748,1,0,0,2
1,0.0,18,0,62,723,649,0,instafake,6.584791392385716,6.476972362889683,4.143134726391533,11.476190476190476,0.8964088397790055,0.04515659140568099,0.526584122359796,0,0,0,0
1,0.0,139,0,6,145,327,0,instafake,4.983606621708336,5.793013608384144,1.9459101490553132,20.714285714285715,2.23972602739726,0.012684989429175475,0.30655391120507397,0,0,0,1
1,0.4,0,1,3,119,151,1,ifsg,4.787491742782046,5.0238805208462765,1.3862943611198906,29.75,1.2583333333333333,0.01107011070110701,0.43911439114391143,0,0,0,1
1,0.0,0,1,161,620,623,0,instafake,6.431331081933479,6.436150368369428,5.087596335232384,3.8271604938271606,1.003220611916264,0.12942122186495178,0.4983922829581994,0,0,0,1
1,0.0,39,1,102,464,684,0,instafake,6.142037405587356,6.529418838262226,4.634728988229636,4.504854368932039,1.4709677419354839,0.08877284595300261,0.40382941688424717,0,0,0,1
1,0.0,67,0,301,3896490,351,0,ifsg,15.175586962497912,5.863631175598097,5.71042701737487,12902.28476821192,9.008104984715735e-05,7.724203342090851e-05,0.9999096704459662,0,0,1,0
1,0.0,0,0,0,8,1359,1,instafake,2.1972245773362196,7.215239978730097,0.0,8.0,151.0,0.0,0.005847953216374269,1,0,0,2
1,0.0,11,1,13,217,266,0,instafake,5.384495062789089,5.58724865840025,2.6390573296152584,15.5,1.2201834862385321,0.026859504132231406,0.44834710743801653,0,0,0,1
0,0.1538461538461538,10,1,6,36,2004,1,instafake,3.6109179126442243,7.60339933974067,1.9459101490553132,5.142857142857143,54.16216216216216,0.002939735423811857,0.017638412542871143,0,1,0,2
1,0.0,0,0,8,98,937,0,instafake,4.59511985013459,6.843749949006225,2.1972245773362196,10.88888888888889,9.464646464646465,0.007722007722007722,0.0945945945945946,0,0,0,1
1,0.2307692307692307,0,0,0,2,757,1,instafake,1.0986122886681098,6.630683385642372,0.0,2.0,252.33333333333334,0.0,0.002631578947368421,1,0,0,2
0,0.25,0,0,6,156,423,1,ifsg,5.056245805348308,6.049733455231958,1.9459101490553132,22.285714285714285,2.694267515923567,0.010344827586206896,0.2689655172413793,0,0,0,1
1,0.33,0,0,6,59,38,1,ifsg,4.0943445622221,3.6635616461296463,1.9459101490553132,8.428571428571429,0.6333333333333333,0.061224489795918366,0.6020408163265306,0,0,0,0
1,0.0,19,0,1159,2719,1061,0,ifsg,7.908387159290043,6.967909201801884,7.05617528410041,2.3439655172413794,0.3900735294117647,0.3065326633165829,0.7191219254165565,0,0,1,0
0,0.46,0,1,0,332,1333,1,ifsg,5.808142489980444,7.195937226475569,0.0,332.0,4.003003003003003,0.0,0.1992797118847539,1,0,0,2
1,0.0,0,0,7,91,149,0,instafake,4.5217885770490405,5.0106352940962555,2.0794415416798357,11.375,1.6195652173913044,0.029045643153526972,0.3775933609958506,0,0,0,1
0,0.25,0,0,0,7,20,1,ifsg,2.0794415416798357,3.044522437723423,0.0,7.0,2.5,0.0,0.25,1,0,0,2
1,0.0,0,1,262,521,860,0,instafake,6.257667587882639,6.7580945044277305,5.572154032177765,1.9809885931558935,1.6475095785440612,0.18958031837916064,0.37698986975397974,0,0,0,1
1,0.0,20,1,4,133,135,0,instafake,4.897839799950911,4.912654885736052,1.6094379124341003,26.6,1.007462686567164,0.01486988847583643,0.4944237918215613,0,0,0,1
1,0.1818181818181818,70,0,0,32,3921,1,instafake,3.4965075614664802,8.274357006756292,0.0,32.0,118.81818181818181,0.0,0.008093070308548306,1,1,0,3
0,0.1,0,0,0,37,4,1,ifsg,3.6375861597263857,1.6094379124341003,0.0,37.0,0.10526315789473684,0.0,0.8809523809523809,1,0,0,1
1,0.0,2,1,29,804,648,0,instafake,6.690842277418564,6.47543271670409,3.4011973816621555,26.8,0.8049689440993789,0.01995870612525809,0.553337921541638,0,0,0,0
1,0.0,0,1,10,245,395,0,instafake,5.5053315359323625,5.981414211254481,2.3978952727983707,22.272727272727273,1.6056910569105691,0.015600624024960999,0.38221528861154447,0,0,0,1
0,0.0,0,0,0,4,1546,1,instafake,1.6094379124341003,7.344072850573066,0.0,4.0,309.2,0.0,0.0025789813023855577,1,1,0,3
0,0.43,0,0,12,85,477,1,ifsg,4.454347296253507,6.169610732491456,2.5649493574615367,6.538461538461538,5.546511627906977,0.021314387211367674,0.15097690941385436,0,0,0,1
0,0.31,0,0,0,42,175,1,ifsg,3.7612001156935624,5.170483995038151,0.0,42.0,4.069767441860465,0.0,0.1926605504587156,1,0,0,2
1,0.44,0,0,60,238,1381,1,ifsg,5.476463551931511,7.231287004327616,4.110873864173311,3.901639344262295,5.7782426778242675,0.037037037037037035,0.1469135802469136,0,0,0,1
1,0.0,0,1,43,585,576,0,instafake,6.373319789577012,6.3578422665081,3.784189633918261,13.295454545454545,0.9829351535836177,0.03700516351118761,0.5034423407917383,0,0,0,0
1,0.0,0,1,325,554,561,0,instafake,6.318968113746434,6.331501849893691,5.786897381366708,1.6993865030674846,1.0108108108108107,0.29121863799283154,0.496415770609319,0,0,0,1
0,0.1428571428571428,0,0,0,16,266,1,instafake,2.833213344056216,5.58724865840025,0.0,16.0,15.647058823529411,0.0,0.05653710247349823,1,0,0,2
1,0.0,80,1,15,77,107,0,ifsg,4.356708826689592,4.68213122712422,2.772588722239781,4.8125,1.3717948717948718,0.08108108108108109,0.41621621621621624,0,0,0,1
1,0.38,0,0,70,94,105,1,ifsg,4.553876891600541,4.663439094112067,4.2626798770413155,1.323943661971831,1.105263157894737,0.35,0.47,0,0,0,1
1,0.0,50,1,18,428,385,0,instafake,6.061456918928017,5.955837369464831,2.9444389791664403,22.526315789473685,0.8974358974358975,0.022113022113022112,0.5257985257985258,0,0,0,0
1,0.0,14,0,2,39,481,1,instafake,3.6888794541139363,6.1779441140506,1.0986122886681098,13.0,12.025,0.003838771593090211,0.07485604606525911,0,0,0,1
1,0.0,0,0,9,62,47,0,ifsg,4.143134726391533,3.871201010907891,2.302585092994046,6.2,0.746031746031746,0.08181818181818182,0.5636363636363636,0,0,0,0
1,0.0,49,0,37,513,520,0,instafake,6.2422232654551655,6.255750041753367,3.6375861597263857,13.5,1.0116731517509727,0.035783365570599614,0.4961315280464217,0,0,0,1
1,0.91,0,0,0,75,26,1,ifsg,4.330733340286331,3.295836866004329,0.0,75.0,0.34210526315789475,0.0,0.7352941176470589,1,0,0,1
1,0.0,41,1,4,252,265,0,instafake,5.53338948872752,5.583496308781699,1.6094379124341003,50.4,1.0474308300395256,0.007722007722007722,0.4864864864864865,0,0,0,1
1,0.0,133,1,234,550,555,0,instafake,6.311734809152915,6.320768294250582,5.459585514144159,2.3404255319148937,1.0072595281306715,0.2115732368896926,0.4972875226039783,0,0,0,1
0,0.0,0,0,1,3,1,1,ifsg,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.5,0.25,0.2,0.6,0,0,0,0
1,0.0,48,1,42,251,321,0,instafake,5.529429087511423,5.7745515455444085,3.7612001156935624,5.837209302325581,1.2738095238095237,0.07329842931937172,0.43804537521815007,0,0,0,1
1,0.0,12,1,16,456,413,0,ifsg,6.124683390894205,6.025865973825314,2.833213344056216,26.823529411764707,0.9037199124726477,0.01839080459770115,0.5241379310344828,0,0,0,0
1,0.0714285714285714,0,1,49,60,108,0,instafake,4.110873864173311,4.6913478822291435,3.912023005428146,1.2,1.7704918032786885,0.28994082840236685,0.35502958579881655,0,0,0,1
1,0.0,0,0,11,208,571,0,instafake,5.342334251964811,6.349138991379798,2.4849066497880004,17.333333333333332,2.7320574162679425,0.014102564102564103,0.26666666666666666,0,0,0,1
1,0.0,16,1,93,720,643,0,instafake,6.580639137284949,6.467698726104354,4.543294782270004,7.659574468085107,0.8918169209431346,0.06818181818181818,0.5278592375366569,0,0,0,0
1,0.0,56,1,22,402,478,0,instafake,5.998936561946683,6.171700597410915,3.1354942159291497,17.47826086956522,1.186104218362283,0.024971623155505107,0.45629965947786605,0,0,0,1
1,0.0,0,1,28,202,340,0,instafake,5.313205979041787,5.831882477283517,3.367295829986474,6.9655172413793105,1.6748768472906403,0.05156537753222836,0.3720073664825046,0,0,0,1
1,0.0,87,0,79,219,99,0,instafake,5.393627546352362,4.605170185988092,4.382026634673881,2.7375,0.45,0.2476489028213166,0.6865203761755486,0,0,0,0
